,dataset,doc,sum,model_name,label,prompt,gen,res,true or false
400,XSumFaith,"The Department for Environment, Food and Rural Affairs found the number had gone up by 200 million since 2013.
There has been a big problem with plastic carrier bags in the last few years, many of them can't be recycled and are often thrown away after they have been used.
The bags end up in rubbish dumps and even rivers causing big problems for the environment.
From October people in England will have to pay 5p for their plastic bags in a bid to encourage them to reuse the ones that they already have.
Supermarkets in Wales, Scotland and Northern Ireland, where people are charged for carrier bags, have all seen a decrease in bags used.
Campaigners are hoping the charge in England will lessen the amount of bags being thrown away, helping the environment.",the number of plastic bags in england and wales has fallen to its lowest level since records began.,TConvS2S,0,"Document: The Department for Environment, Food and Rural Affairs found the number had gone up by 200 million since 2013. There has been a big problem with plastic carrier bags in the last few years, many of them can't be recycled and are often thrown away after they have been used. The bags end up in rubbish dumps and even rivers causing big problems for the environment. From October people in England will have to pay 5p for their plastic bags in a bid to encourage them to reuse the ones that they already have. Supermarkets in Wales, Scotland and Northern Ireland, where people are charged for carrier bags, have all seen a decrease in bags used. Campaigners are hoping the charge in England will lessen the amount of bags being thrown away, helping the environment.

Q: Can the following statement be inferred from the above document? Yes or No?
the number of plastic bags in england and wales has fallen to its lowest level since records began.

A:",<pad> No</s>,0,1
401,XSumFaith,"Scientists and charities say the human papilloma virus (HPV) jab will protect them from head and neck cancers.
HPV is sexually transmitted and girls aged 12 and 13 receive the vaccine to protect them against cervical cancer.
The Welsh government said it is waiting for advice from the Joint Committee on Vaccination and Immunisation.
Charities including Tenovus Cancer Care and organisations such as BMA Cymru and Cardiff University's HPV research team will deliver a letter to the Welsh government on Monday calling for the vaccination to be rolled out.
They told BBC Radio Wales' Eye on Wales programme the number of head and neck cancer cases are increasing.
Dr Mererid Evans, consultant oncologist at Velindre Hospital in Cardiff, said: ""I've seen a difference in demographics over the last ten years.
""These are younger people with families, and three-quarters of those affected are men. The average age is 55 and most are non-smokers.""
Jon Antoniazzi, from Tenovus Cancer Care, added: ""HPV causes 5% of the global cancer burden.
""What the Welsh government could be doing right now is taking a progressive step to stem the tide of these cancers, and show that it really takes the public health of its citizens seriously.
""We urge them to diverge from central thinking and vaccinate boys now.""
In 2008, a vaccination programme was rolled out in schools and 85% of girls in Wales have been vaccinated.
The Welsh government said: ""We will await the committee's recommendations and will consider the implications for Wales of any proposed changes to the HPV vaccination programme.""",a vaccine to prevent cervical cancer in wales has been launched by the welsh government.,TConvS2S,1,"Document: Scientists and charities say the human papilloma virus (HPV) jab will protect them from head and neck cancers. HPV is sexually transmitted and girls aged 12 and 13 receive the vaccine to protect them against cervical cancer. The Welsh government said it is waiting for advice from the Joint Committee on Vaccination and Immunisation. Charities including Tenovus Cancer Care and organisations such as BMA Cymru and Cardiff University's HPV research team will deliver a letter to the Welsh government on Monday calling for the vaccination to be rolled out. They told BBC Radio Wales' Eye on Wales programme the number of head and neck cancer cases are increasing. Dr Mererid Evans, consultant oncologist at Velindre Hospital in Cardiff, said: ""I've seen a difference in demographics over the last ten years. ""These are younger people with families, and three-quarters of those affected are men. The average age is 55 and most are non-smokers."" Jon Antoniazzi, from Tenovus Cancer Care, added: ""HPV causes 5% of the global cancer burden. ""What the Welsh government could be doing right now is taking a progressive step to stem the tide of these cancers, and show that it really takes the public health of its citizens seriously. ""We urge them to diverge from central thinking and vaccinate boys now."" In 2008, a vaccination programme was rolled out in schools and 85% of girls in Wales have been vaccinated. The Welsh government said: ""We will await the committee's recommendations and will consider the implications for Wales of any proposed changes to the HPV vaccination programme.""

Q: Can the following statement be inferred from the above document? Yes or No?
a vaccine to prevent cervical cancer in wales has been launched by the welsh government.

A:",<pad> No</s>,0,0
402,XSumFaith,"Jackson, 22, scored four goals in 36 appearances last season as Wrexham finished eighth in the table.
He is Barnsley's third signing for next season, ahead of their League One play-off final at Wembley on Sunday.
""Kayden has pace to burn, likes to get at defenders and will fit in nicely to the way we play,"" caretaker boss Paul Heckingbottom told the club website.
Jackson turned down a contract offer from Wrexham for next season.
Find all the latest football transfers on our dedicated page.",barnsley have signed striker dominic jackson on a two-year deal after he rejected a new deal at national league rivals wrexham.,TConvS2S,0,"Document: Jackson, 22, scored four goals in 36 appearances last season as Wrexham finished eighth in the table. He is Barnsley's third signing for next season, ahead of their League One play-off final at Wembley on Sunday. ""Kayden has pace to burn, likes to get at defenders and will fit in nicely to the way we play,"" caretaker boss Paul Heckingbottom told the club website. Jackson turned down a contract offer from Wrexham for next season. Find all the latest football transfers on our dedicated page.

Q: Can the following statement be inferred from the above document? Yes or No?
barnsley have signed striker dominic jackson on a two-year deal after he rejected a new deal at national league rivals wrexham.

A:",<pad> No</s>,0,1
403,XSumFaith,"Craig Bryson gave the Rams an early lead when he struck from the edge of the area, before Thomas Ince curled in a stunning effort to double the lead.
Shortly after Bryson hit the crossbar, Darren Bent added a third when he headed home from close range.
Ipswich struggled for clear-cut chances, while Derby missed several.
Ince, whose earlier effort came after he drifted in from the right to score his 11th goal of the season, could only hit the post from a low cross by Bent in the second half.
Ipswich keeper Bartosz Bialkowski also made smart saves from both Bent and Jacob Butterfield.
The hosts had a late penalty appeal when Grant Ward went down in the area, shortly before Kieffer Moore's shot was deflected wide on his home debut.
The result leaves the hosts with just one win from their last seven games, a run which included being knocked out of the FA Cup by non-league Lincoln City.
There was further bad news for McCarthy's men, with influential forward Tom Lawrence replaced at half-time because of injury.
Ipswich manager Mick McCarthy: ""It looked like an ordinary start from both teams, but the first goal was far too easy for me, as was the second.
""We'd had a bit of a rally just before the third goal, when we should have scored from a corner kick, but then we give the ball away and it ends up in the net.
""It's quite clearly a foul in the build-up, which is not irrelevant because at 2-0 we could maybe get back in it, but 3-0 has put the game to bed.""
Derby manager Steve McClaren: ""We should have scored more goals, but you can't have everything. I thought we were great in the first half - we've been so disappointed with our starts over recent games.
""There were some tremendous performances and to come here and win 3-0 means the credit has to go to the players.
""The most important thing in the second half was not to be complacent, keep a clean sheet and take home the three points.""
Match ends, Ipswich Town 0, Derby County 3.
Second Half ends, Ipswich Town 0, Derby County 3.
Kieffer Moore (Ipswich Town) wins a free kick on the left wing.
Foul by Cyrus Christie (Derby County).
Attempt missed. Grant Ward (Ipswich Town) right footed shot from outside the box is high and wide to the right. Assisted by Kieffer Moore.
Attempt missed. Kieffer Moore (Ipswich Town) header from the centre of the box is close, but misses to the right. Assisted by Grant Ward with a cross following a corner.
Corner,  Ipswich Town. Conceded by Markus Olsson.
Attempt blocked. Kieffer Moore (Ipswich Town) right footed shot from the right side of the box is blocked. Assisted by Grant Ward.
Foul by Freddie Sears (Ipswich Town).
Cyrus Christie (Derby County) wins a free kick in the defensive half.
Hand ball by Grant Ward (Ipswich Town).
Foul by David McGoldrick (Ipswich Town).
Craig Bryson (Derby County) wins a free kick in the attacking half.
Dangerous play by Kevin Bru (Ipswich Town).
Craig Bryson (Derby County) wins a free kick in the defensive half.
Foul by Kieffer Moore (Ipswich Town).
Bradley Johnson (Derby County) wins a free kick in the defensive half.
Substitution, Derby County. Cyrus Christie replaces Chris Baird because of an injury.
Foul by Christophe Berra (Ipswich Town).
Matej Vydra (Derby County) wins a free kick on the right wing.
Foul by Jonas Knudsen (Ipswich Town).
Tom Ince (Derby County) wins a free kick in the defensive half.
Attempt missed. Craig Bryson (Derby County) right footed shot from outside the box misses to the right. Assisted by Ikechi Anya with a headed pass.
Attempt saved. David McGoldrick (Ipswich Town) right footed shot from outside the box is saved in the bottom left corner.
Kevin Bru (Ipswich Town) wins a free kick in the attacking half.
Foul by Craig Bryson (Derby County).
Attempt blocked. Christophe Berra (Ipswich Town) header from the left side of the box is blocked. Assisted by Grant Ward with a cross.
Corner,  Ipswich Town. Conceded by Markus Olsson.
Jacob Butterfield (Derby County) hits the left post with a right footed shot from the centre of the box. Assisted by Tom Ince following a fast break.
Grant Ward (Ipswich Town) wins a free kick on the right wing.
Foul by Markus Olsson (Derby County).
Attempt saved. Craig Bryson (Derby County) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Tom Ince.
Substitution, Derby County. Matej Vydra replaces Darren Bent.
Attempt missed. Tom Ince (Derby County) left footed shot from outside the box is just a bit too high. Assisted by Jacob Butterfield from a direct free kick.
Foul by Christophe Berra (Ipswich Town).
Darren Bent (Derby County) wins a free kick in the attacking half.
Attempt saved. Kevin Bru (Ipswich Town) right footed shot from a difficult angle on the right is saved in the bottom left corner.
Substitution, Ipswich Town. Kieffer Moore replaces Brett Pitman.
Corner,  Ipswich Town. Conceded by Richard Keogh.
Grant Ward (Ipswich Town) wins a free kick in the defensive half.",tom ince scored his first goal for ipswich as they came from behind to beat ipswich at portman road.,TConvS2S,0,"Document: Craig Bryson gave the Rams an early lead when he struck from the edge of the area, before Thomas Ince curled in a stunning effort to double the lead. Shortly after Bryson hit the crossbar, Darren Bent added a third when he headed home from close range. Ipswich struggled for clear-cut chances, while Derby missed several. Ince, whose earlier effort came after he drifted in from the right to score his 11th goal of the season, could only hit the post from a low cross by Bent in the second half. Ipswich keeper Bartosz Bialkowski also made smart saves from both Bent and Jacob Butterfield. The hosts had a late penalty appeal when Grant Ward went down in the area, shortly before Kieffer Moore's shot was deflected wide on his home debut. The result leaves the hosts with just one win from their last seven games, a run which included being knocked out of the FA Cup by non-league Lincoln City. There was further bad news for McCarthy's men, with influential forward Tom Lawrence replaced at half-time because of injury. Ipswich manager Mick McCarthy: ""It looked like an ordinary start from both teams, but the first goal was far too easy for me, as was the second. ""We'd had a bit of a rally just before the third goal, when we should have scored from a corner kick, but then we give the ball away and it ends up in the net. ""It's quite clearly a foul in the build-up, which is not irrelevant because at 2-0 we could maybe get back in it, but 3-0 has put the game to bed."" Derby manager Steve McClaren: ""We should have scored more goals, but you can't have everything. I thought we were great in the first half - we've been so disappointed with our starts over recent games. ""There were some tremendous performances and to come here and win 3-0 means the credit has to go to the players. ""The most important thing in the second half was not to be complacent, keep a clean sheet and take home the three points."" Match ends, Ipswich Town 0, Derby County 3. Second Half ends, Ipswich Town 0, Derby County 3. Kieffer Moore (Ipswich Town) wins a free kick on the left wing. Foul by Cyrus Christie (Derby County). Attempt missed. Grant Ward (Ipswich Town) right footed shot from outside the box is high and wide to the right. Assisted by Kieffer Moore. Attempt missed. Kieffer Moore (Ipswich Town) header from the centre of the box is close, but misses to the right. Assisted by Grant Ward with a cross following a corner. Corner, Ipswich Town. Conceded by Markus Olsson. Attempt blocked. Kieffer Moore (Ipswich Town) right footed shot from the right side of the box is blocked. Assisted by Grant Ward. Foul by Freddie Sears (Ipswich Town). Cyrus Christie (Derby County) wins a free kick in the defensive half. Hand ball by Grant Ward (Ipswich Town). Foul by David McGoldrick (Ipswich Town). Craig Bryson (Derby County) wins a free kick in the attacking half.

Q: Can the following statement be inferred from the above document? Yes or No?
tom ince scored his first goal for ipswich as they came from behind to beat ipswich at portman road.

A:",<pad> No</s>,0,1
404,XSumFaith,"Two cars were damaged in the incident in the Nursery Drive and Parkhead area of Newry on Friday night.
Assistant Chief Constable Stephen Martin said he was a ""appalled by mindless attacks on PSNI officers and the Newry community"".
A post on the PSNI Newry & Mourne Facebook page said that police were ""carrying out duties"" when attacked.
It added: ""We would also appeal to parents to know where their children are and what they are doing.""","police are investigating a spate of attacks on two cars in newry, county down.",TConvS2S,0,"Document: Two cars were damaged in the incident in the Nursery Drive and Parkhead area of Newry on Friday night. Assistant Chief Constable Stephen Martin said he was a ""appalled by mindless attacks on PSNI officers and the Newry community"". A post on the PSNI Newry & Mourne Facebook page said that police were ""carrying out duties"" when attacked. It added: ""We would also appeal to parents to know where their children are and what they are doing.""

Q: Can the following statement be inferred from the above document? Yes or No?
police are investigating a spate of attacks on two cars in newry, county down.

A:",<pad> No</s>,0,1
405,XSumFaith,"John Lahiff, 75, told local media that he disturbed the crocodile while looking for a ball in water at the course in Port Douglas, Queensland.
He was taken to hospital with a deep laceration to his shin and puncture wounds to his calf, but said he would not be put off playing golf.
He told ABC News he would try not to hit balls into the water in future.
Crocodiles are a common sight on the golf course, Australian media reported, and signs warn players of the dangers.
Police Senior Sergeant James Coate told ABC that the 1.2m (4ft) saltwater crocodile had been in a waterway on the 11th hole
Mr Lahiff, speaking from Cairns Hospital, said he had seen crocodiles there before and ""should have realised to be a bit more aware"".
""I didn't see the croc sunbaking just on the edge of the water. I walked past it and then it got me on the way back and as soon as it grabbed me it took off into the water.""
He manage to drive himself back to the club house to get help.
The Australian newspaper reported that wildlife officers would try to remove the crocodile and relocate it to a crocodile farm or a zoo.
But Mr Lahiff told ABC he wanted the croc to stay where it was. ""I think he got more of a fright than me. He's alright,"" he said.
The Palmer Sea Reef golf course is owned by Australian billionaire and politician Clive Palmer.
After the incident he tweeted that he wished the golfer a speedy recovery.
He joked: ""Crocodile has been removed from all menus at Palmer properties following today's incident.""
Crocodiles are a common feature of Australia's tropical north and numbers have increased since being declared a protected species in 1971.",a australian australian surfer has said he is ``lucky to be alive\'\'after being bitten by a crocodile in australia.,TConvS2S,0,"Document: John Lahiff, 75, told local media that he disturbed the crocodile while looking for a ball in water at the course in Port Douglas, Queensland. He was taken to hospital with a deep laceration to his shin and puncture wounds to his calf, but said he would not be put off playing golf. He told ABC News he would try not to hit balls into the water in future. Crocodiles are a common sight on the golf course, Australian media reported, and signs warn players of the dangers. Police Senior Sergeant James Coate told ABC that the 1.2m (4ft) saltwater crocodile had been in a waterway on the 11th hole Mr Lahiff, speaking from Cairns Hospital, said he had seen crocodiles there before and ""should have realised to be a bit more aware"". ""I didn't see the croc sunbaking just on the edge of the water. I walked past it and then it got me on the way back and as soon as it grabbed me it took off into the water."" He manage to drive himself back to the club house to get help. The Australian newspaper reported that wildlife officers would try to remove the crocodile and relocate it to a crocodile farm or a zoo. But Mr Lahiff told ABC he wanted the croc to stay where it was. ""I think he got more of a fright than me. He's alright,"" he said. The Palmer Sea Reef golf course is owned by Australian billionaire and politician Clive Palmer. After the incident he tweeted that he wished the golfer a speedy recovery. He joked: ""Crocodile has been removed from all menus at Palmer properties following today's incident."" Crocodiles are a common feature of Australia's tropical north and numbers have increased since being declared a protected species in 1971.

Q: Can the following statement be inferred from the above document? Yes or No?
a australian australian surfer has said he is ``lucky to be alive\'\'after being bitten by a crocodile in australia.

A:",<pad> No</s>,0,1
406,XSumFaith,"The Friesians were found in Dolwen, near Old Colwyn, on Friday after eating poisonous tree clippings dumped in a farmer's field.
North Wales Police said the culprit is described as a heavily built man, aged 50 to 60, with curly brown hair, driving a dark blue pick-up truck.
Anyone with information can call 101.
""Apparently he has been dumping clippings over past two weeks. Has to be living/working local to Colwyn Bay,"" Sgt Rob Taylor, of the rural crime team, tweeted on Sunday.
A post-mortem examination showed the cows, aged 16 months, died as a result of toxins found in yew and leylandii tree cuttings.
Sgt Taylor said he was ""appalled"" by the ""atrocious"" act of fly-tipping and praised the ""impressive"" response to his appeal for information on social media.","a man has died after being found unconscious on a farm in conwy county, police have said.",TConvS2S,0,"Document: The Friesians were found in Dolwen, near Old Colwyn, on Friday after eating poisonous tree clippings dumped in a farmer's field. North Wales Police said the culprit is described as a heavily built man, aged 50 to 60, with curly brown hair, driving a dark blue pick-up truck. Anyone with information can call 101. ""Apparently he has been dumping clippings over past two weeks. Has to be living/working local to Colwyn Bay,"" Sgt Rob Taylor, of the rural crime team, tweeted on Sunday. A post-mortem examination showed the cows, aged 16 months, died as a result of toxins found in yew and leylandii tree cuttings. Sgt Taylor said he was ""appalled"" by the ""atrocious"" act of fly-tipping and praised the ""impressive"" response to his appeal for information on social media.

Q: Can the following statement be inferred from the above document? Yes or No?
a man has died after being found unconscious on a farm in conwy county, police have said.

A:",<pad> No</s>,0,1
407,XSumFaith,"Northumberland County Council said the weather was now warm enough for its Jetpatcher machines to tackle the holes.
It is hoped that 145 potholes each day will be ""filled in"" over the next four months, the council said.
Extra staff will also be out repairing drainage systems damaged by heavy rain and to clear debris from gutters.",hundreds of people have been warned to take part in a ``major\'\'flood attack in northumberland.,TConvS2S,0,"Document: Northumberland County Council said the weather was now warm enough for its Jetpatcher machines to tackle the holes. It is hoped that 145 potholes each day will be ""filled in"" over the next four months, the council said. Extra staff will also be out repairing drainage systems damaged by heavy rain and to clear debris from gutters.

Q: Can the following statement be inferred from the above document? Yes or No?
hundreds of people have been warned to take part in a ``major\'\'flood attack in northumberland.

A:",<pad> No</s>,0,1
408,XSumFaith,"We are aware that this interactive video may not work on some older browsers. You can find a non-interactive version of the content below.
In this interactive video, Robert Opie - the founder of the Museum of Brands, Packaging and Advertising in London - outlines some of the main reasons why we change what we buy.
The arrival of the domestic freezer, of washing powder, and of cheaper imports all affected the sort of items on sale and popular among UK consumers.
The interactive elements to this video also explore how ownership and ranking of some of the biggest brands in the UK is changing.
The video works best in full screen
Click on the links below to read the extra information used in this video in a non-interactive format:
What in the world does China own?
Top tips on freezing food, BBC Good Food
Annual survey ranking the top 20 consumer brands in the UK
Museum of Brands, Packaging and Advertising",we\'ve been using your questions to tell us what you want to know about the west midlands.,TConvS2S,0,"Document: We are aware that this interactive video may not work on some older browsers. You can find a non-interactive version of the content below. In this interactive video, Robert Opie - the founder of the Museum of Brands, Packaging and Advertising in London - outlines some of the main reasons why we change what we buy. The arrival of the domestic freezer, of washing powder, and of cheaper imports all affected the sort of items on sale and popular among UK consumers. The interactive elements to this video also explore how ownership and ranking of some of the biggest brands in the UK is changing. The video works best in full screen Click on the links below to read the extra information used in this video in a non-interactive format: What in the world does China own? Top tips on freezing food, BBC Good Food Annual survey ranking the top 20 consumer brands in the UK Museum of Brands, Packaging and Advertising

Q: Can the following statement be inferred from the above document? Yes or No?
we\'ve been using your questions to tell us what you want to know about the west midlands.

A:",<pad> No</s>,0,1
409,XSumFaith,"The US military says a strike targeting Taliban in the northern city of Kunduz may have caused ""collateral damage"".
Offering his ""deepest condolences"", Mr Obama said he expected a ""full accounting of the facts"" and would then make a definitive judgement.
At least 12 MSF staff members and seven patients were killed in the incident.
The UN called the strikes ""inexcusable and possibly even criminal"", with Secretary General Ban Ki-moon calling for a thorough and impartial investigation.
""International and Afghan military planners have an obligation to respect and protect civilians at all times, and medical facilities and personnel are the object of a special protection,"" said UN High Commissioner for Human Rights Ra'ad Al Hussein Zeid.
The hospital, run by the medical charity MSF, was severely damaged by a series of strikes lasting more than an hour from 02:00 local time on Saturday. Dozens were also injured in the attack.
MSF president Meinie Nicolai described the incident as ""abhorrent and a grave violation of international humanitarian law"".
""All indications currently point to the bombing being carried out by international Coalition forces,"" MSF said.
A spokesman for US forces in Afghanistan, Col Brian Tribus, said on Saturday that US forces had conducted an air strike in Kunduz ""against individuals threatening the force"" at the same time.
He added: ""The strike may have resulted in collateral damage to a nearby medical facility.""
President Obama expressed his ""deepest condolences"" for the deaths in a White House statement.
He added: ""The Department of Defense has launched a full investigation, and we will await the results of that inquiry before making a definitive judgment as to the circumstances of this tragedy.""
MSF nurse Lajos Zoltan Jecs was sleeping at the facility when it was hit. ""It was absolutely terrifying,"" he said.
He saw a fellow nurse ""covered in blood, with wounds all over his body"", a statement issued by MSF said.
Mr Jecs and other staff went outside when the bombing stopped.  ""What we saw was the hospital destroyed. We tried to take a look into one of the burning buildings. There are no words for how terrible it was. In the intensive care unit six patients were burning in their beds.""
The Afghan interior ministry said a group of 10 to 15 militants had been hiding in the hospital.
The Taliban denied that any of its fighters were there.
A Taliban statement described the air strikes which hit the hospital as ""deliberate"", and carried out by ""the barbaric American forces"".
There has been intense fighting in Kunduz since Taliban fighters swept into the northern city on Monday.",us president barack obama has said he is ``deeply concerned\'\'by the death of a medecins sans frontieres (msf) clinic in the afghan city of kunduz.,TConvS2S,1,"Document: The US military says a strike targeting Taliban in the northern city of Kunduz may have caused ""collateral damage"". Offering his ""deepest condolences"", Mr Obama said he expected a ""full accounting of the facts"" and would then make a definitive judgement. At least 12 MSF staff members and seven patients were killed in the incident. The UN called the strikes ""inexcusable and possibly even criminal"", with Secretary General Ban Ki-moon calling for a thorough and impartial investigation. ""International and Afghan military planners have an obligation to respect and protect civilians at all times, and medical facilities and personnel are the object of a special protection,"" said UN High Commissioner for Human Rights Ra'ad Al Hussein Zeid. The hospital, run by the medical charity MSF, was severely damaged by a series of strikes lasting more than an hour from 02:00 local time on Saturday. Dozens were also injured in the attack. MSF president Meinie Nicolai described the incident as ""abhorrent and a grave violation of international humanitarian law"". ""All indications currently point to the bombing being carried out by international Coalition forces,"" MSF said. A spokesman for US forces in Afghanistan, Col Brian Tribus, said on Saturday that US forces had conducted an air strike in Kunduz ""against individuals threatening the force"" at the same time. He added: ""The strike may have resulted in collateral damage to a nearby medical facility."" President Obama expressed his ""deepest condolences"" for the deaths in a White House statement. He added: ""The Department of Defense has launched a full investigation, and we will await the results of that inquiry before making a definitive judgment as to the circumstances of this tragedy."" MSF nurse Lajos Zoltan Jecs was sleeping at the facility when it was hit. ""It was absolutely terrifying,"" he said. He saw a fellow nurse ""covered in blood, with wounds all over his body"", a statement issued by MSF said. Mr Jecs and other staff went outside when the bombing stopped. ""What we saw was the hospital destroyed. We tried to take a look into one of the burning buildings. There are no words for how terrible it was. In the intensive care unit six patients were burning in their beds."" The Afghan interior ministry said a group of 10 to 15 militants had been hiding in the hospital. The Taliban denied that any of its fighters were there. A Taliban statement described the air strikes which hit the hospital as ""deliberate"", and carried out by ""the barbaric American forces"". There has been intense fighting in Kunduz since Taliban fighters swept into the northern city on Monday.

Q: Can the following statement be inferred from the above document? Yes or No?
us president barack obama has said he is ``deeply concerned\'\'by the death of a medecins sans frontieres (msf) clinic in the afghan city of kunduz.

A:",<pad> No</s>,0,0
410,XSumFaith,"""This is definitely not the Oscars,"" said 22 Jump Street star Jillian Bell on the red carpet in Los Angeles.
As well as fan-voted awards like best kiss and best shirtless performance (Efron won it - again) the ceremony was also an unofficial promotional platform for this summer's blockbusters.
The night's big winner was The Fault in Our Stars, which won best movie.
The film's star Shailene Woodley also picked up best female performance, the Trailblazer Award and best kiss for a scene with Ansel Elgort.
Woodley gave an emotional speech dedicated to John Green, the author of the book which the film is based on, saying ""he gave this world a beautiful masterpiece"".
Other winners included Bradley Cooper, who won best male performance for his role as the late Chris Kyle in American Sniper.
The 40-year-old actor said: ""Chris Kyle would have turned 41 four days ago. Chris, this is for you,"" said Cooper.
Channing Tatum took home best comedic performance for 22 Jump Street and Meryl Streep picked up best villain for her role in Into the Woods.
Jennifer Lopez, Jennifer Lawrence, Seth Rogen and Rose Byrne were also among the winners.
Kevin Hart, who was the target of many size-related jokes throughout the night, brought his kids on stage to accept the comedic genius award.
He said: ""I do it all for them. I'm trying to leave a legacy behind.""
In one of the more energetic moments of the show, Robert Downey Jr brought his fellow Avengers stars to their knees while accepting the Generation Award.
Scarlett Johansson, Chris Evans, Chris Hemsworth, Mark Ruffalo and Jeremy Renner all took the stage to present their co-star with the award, which Downey called ""the recognition I so desire"".
Clips from the upcoming Pitch Perfect sequel, Judd Apatow's latest comedy Trainwreck and Marvel's new film Ultron were shown during a look ahead to this summer's releases.
Follow @BBCNewsbeat on Twitter, BBCNewsbeat on Instagram and Radio1Newsbeat on YouTube",star wars: the force awakens has been named best picture of the year at the us film awards.,TConvS2S,0,"Document: ""This is definitely not the Oscars,"" said 22 Jump Street star Jillian Bell on the red carpet in Los Angeles. As well as fan-voted awards like best kiss and best shirtless performance (Efron won it - again) the ceremony was also an unofficial promotional platform for this summer's blockbusters. The night's big winner was The Fault in Our Stars, which won best movie. The film's star Shailene Woodley also picked up best female performance, the Trailblazer Award and best kiss for a scene with Ansel Elgort. Woodley gave an emotional speech dedicated to John Green, the author of the book which the film is based on, saying ""he gave this world a beautiful masterpiece"". Other winners included Bradley Cooper, who won best male performance for his role as the late Chris Kyle in American Sniper. The 40-year-old actor said: ""Chris Kyle would have turned 41 four days ago. Chris, this is for you,"" said Cooper. Channing Tatum took home best comedic performance for 22 Jump Street and Meryl Streep picked up best villain for her role in Into the Woods. Jennifer Lopez, Jennifer Lawrence, Seth Rogen and Rose Byrne were also among the winners. Kevin Hart, who was the target of many size-related jokes throughout the night, brought his kids on stage to accept the comedic genius award. He said: ""I do it all for them. I'm trying to leave a legacy behind."" In one of the more energetic moments of the show, Robert Downey Jr brought his fellow Avengers stars to their knees while accepting the Generation Award. Scarlett Johansson, Chris Evans, Chris Hemsworth, Mark Ruffalo and Jeremy Renner all took the stage to present their co-star with the award, which Downey called ""the recognition I so desire"". Clips from the upcoming Pitch Perfect sequel, Judd Apatow's latest comedy Trainwreck and Marvel's new film Ultron were shown during a look ahead to this summer's releases. Follow @BBCNewsbeat on Twitter, BBCNewsbeat on Instagram and Radio1Newsbeat on YouTube

Q: Can the following statement be inferred from the above document? Yes or No?
star wars: the force awakens has been named best picture of the year at the us film awards.

A:",<pad> No</s>,0,1
